181,142,2.789489,45.000000,422.000000,119.000000
181,15,2.789489,5.000000,74.000000,189.000000
181,156,3.292985,125.000000,412.000000,387.000000
181,151,3.292985,5.000000,238.000000,34.000000
181,168,3.122499,175.000000,315.000000,176.000000
181,131,1.211920,90.000000,483.000000,367.000000
181,162,3.292985,215.000000,114.000000,433.000000
181,116,1.075291,215.000000,52.000000,315.000000
181,153,1.274755,60.000000,162.000000,34.000000
182,136,2.789489,25.000000,318.000000,26.000000
182,158,2.789489,5.000000,217.000000,216.000000
182,159,1.500000,75.000000,490.000000,301.000000
182,172,3.292985,185.000000,258.000000,476.000000
182,139,1.828592,250.000000,303.000000,506.000000
182,152,2.031010,70.000000,175.000000,147.000000
182,123,1.785357,265.000000,172.000000,122.000000
182,147,1.391941,60.000000,490.000000,126.000000
182,153,1.600781,95.000000,188.000000,338.000000
183,142,2.789489,220.000000,120.000000,342.000000
183,138,2.789489,75.000000,458.000000,260.000000
183,110,3.292985,15.000000,200.000000,408.000000
183,129,2.106537,310.000000,131.000000,338.000000
183,124,2.915476,215.000000,301.000000,223.000000
183,148,1.551209,15.000000,112.000000,398.000000
183,145,1.600781,250.000000,379.000000,240.000000
183,133,1.211920,35.000000,53.000000,294.000000
183,147,1.145644,240.000000,149.000000,110.000000
184,17,2.789489,5.000000,333.000000,283.000000
184,111,2.789489,180.000000,428.000000,282.000000
184,117,3.196678,65.000000,194.000000,85.000000
184,128,3.292985,310.000000,93.000000,413.000000
184,114,1.145644,260.000000,295.000000,537.000000
184,161,1.075291,50.000000,53.000000,276.000000
184,132,1.334635,50.000000,489.000000,178.000000
184,133,1.952562,145.000000,332.000000,89.000000
184,153,1.334635,40.000000,413.000000,372.000000
185,15,2.789489,5.000000,190.000000,89.000000
185,11,2.789489,5.000000,256.000000,50.000000
185,171,3.292985,110.000000,374.000000,365.000000
185,13,3.292985,25.000000,361.000000,111.000000
185,126,3.292985,195.000000,178.000000,355.000000
185,167,3.292985,80.000000,229.000000,314.000000
185,120,2.250000,325.000000,295.000000,260.000000
185,132,1.500000,185.000000,305.000000,242.000000
185,147,1.334635,260.000000,241.000000,361.000000
186,136,2.789489,60.000000,461.000000,147.000000
186,121,1.520691,120.000000,424.000000,77.000000
186,165,1.211920,290.000000,384.000000,174.000000
186,168,3.292985,20.000000,190.000000,223.000000
186,19,3.292985,5.000000,138.000000,448.000000
186,143,2.543374,15.000000,66.000000,125.000000
186,115,1.600781,330.000000,229.000000,377.000000
186,120,1.600781,325.000000,101.000000,74.000000
186,133,1.211920,60.000000,484.000000,314.000000
187,142,2.789489,170.000000,230.000000,431.000000
